index,key
atlas14,"ed517933752e98e2aeb906de300ab601a32e41f5^
ed517933752e98e2aeb906de300ab601a32e41f5
webapp/src/test/java/org/apache/hadoop/metadata/web/resources/TypesJerseyResourceIT.java
webapp/src/test/java/org/apache/hadoop/metadata/web/resources/TypesJerseyResourceIT.java"
atlas15,"cd448abe9da7520776c5ccecb000b29e60cc7113^
cd448abe9da7520776c5ccecb000b29e60cc7113
webapp/src/test/java/org/apache/hadoop/metadata/web/resources/TypesJerseyResourceIT.java
webapp/src/test/java/org/apache/hadoop/metadata/web/resources/TypesJerseyResourceIT.java"
atlas16,"bcfd2e7b381412436c3992b5ac111aa79236b7b3^
bcfd2e7b381412436c3992b5ac111aa79236b7b3
typesystem/src/main/java/org/apache/hadoop/metadata/storage/memory/MemRepository.java
typesystem/src/main/java/org/apache/hadoop/metadata/storage/memory/MemRepository.java"
atlas17,"bcfd2e7b381412436c3992b5ac111aa79236b7b3^
bcfd2e7b381412436c3992b5ac111aa79236b7b3
typesystem/src/main/java/org/apache/hadoop/metadata/types/DataTypes.java
typesystem/src/main/java/org/apache/hadoop/metadata/types/DataTypes.java"
atlas18,"bcfd2e7b381412436c3992b5ac111aa79236b7b3^
bcfd2e7b381412436c3992b5ac111aa79236b7b3
typesystem/src/main/java/org/apache/hadoop/metadata/types/TypeSystem.java
typesystem/src/main/java/org/apache/hadoop/metadata/types/TypeSystem.java"
atlas19,"7da5e03f87a848303dd332784386d816d6159820^
7da5e03f87a848303dd332784386d816d6159820
repository/src/main/java/org/apache/hadoop/metadata/repository/graph/GraphBackedMetadataRepository.java
repository/src/main/java/org/apache/hadoop/metadata/repository/graph/GraphBackedMetadataRepository.java"
atlas20,"1f7fe9415cf06f79fb2866c40f96f2043c8df3a5^
1f7fe9415cf06f79fb2866c40f96f2043c8df3a5
webapp/src/main/java/org/apache/hadoop/metadata/web/resources/MetadataDiscoveryResource.java
webapp/src/main/java/org/apache/hadoop/metadata/web/resources/MetadataDiscoveryResource.java"
atlas21,"dde33712a1fce906b4a6094e3941f2955ae47850^
dde33712a1fce906b4a6094e3941f2955ae47850
typesystem/src/main/java/org/apache/hadoop/metadata/types/AttributeDefinition.java
typesystem/src/main/java/org/apache/hadoop/metadata/types/AttributeDefinition.java"
atlas22,"dde33712a1fce906b4a6094e3941f2955ae47850^
dde33712a1fce906b4a6094e3941f2955ae47850
typesystem/src/main/java/org/apache/hadoop/metadata/types/AttributeInfo.java
typesystem/src/main/java/org/apache/hadoop/metadata/types/AttributeInfo.java"
atlas23,"8cff958950109bcb8510f9c76ff4aa06335769a4
25ff452be1ea3e69b63394c1ac7387329ac55496
repository/src/main/java/org/apache/hadoop/metadata/repository/graph/GraphBackedSearchIndexer.java
repository/src/main/java/org/apache/hadoop/metadata/repository/graph/GraphBackedSearchIndexer.java"
atlas24,"25ff452be1ea3e69b63394c1ac7387329ac55496^
25ff452be1ea3e69b63394c1ac7387329ac55496
repository/src/main/java/org/apache/hadoop/metadata/repository/graph/GraphBackedSearchIndexer.java
repository/src/main/java/org/apache/hadoop/metadata/repository/graph/GraphBackedSearchIndexer.java"
atlas25,"25ff452be1ea3e69b63394c1ac7387329ac55496^
25ff452be1ea3e69b63394c1ac7387329ac55496
repository/src/main/java/org/apache/hadoop/metadata/repository/graph/GraphHelper.java
repository/src/main/java/org/apache/hadoop/metadata/repository/graph/GraphHelper.java"
atlas26,"f0f2276583f7a9dac7d46fe4c6b0fc5e967181a4^
f0f2276583f7a9dac7d46fe4c6b0fc5e967181a4
repository/src/main/java/org/apache/hadoop/metadata/repository/graph/GraphBackedSearchIndexer.java
repository/src/main/java/org/apache/hadoop/metadata/repository/graph/GraphBackedSearchIndexer.java"
atlas27,"9d01934b5abdd5a10a1387b55d7a438fd9f8b6e3^
9d01934b5abdd5a10a1387b55d7a438fd9f8b6e3
repository/src/main/java/org/apache/hadoop/metadata/discovery/GraphBackedDiscoveryService.java
repository/src/main/java/org/apache/hadoop/metadata/discovery/GraphBackedDiscoveryService.java"
atlas28,"9d01934b5abdd5a10a1387b55d7a438fd9f8b6e3^
9d01934b5abdd5a10a1387b55d7a438fd9f8b6e3
repository/src/main/java/org/apache/hadoop/metadata/repository/graph/Constants.java
repository/src/main/java/org/apache/hadoop/metadata/repository/graph/Constants.java"
atlas29,"88391aa85d03bfae62100194ee53636a761089d5^
88391aa85d03bfae62100194ee53636a761089d5
webapp/src/main/java/org/apache/hadoop/metadata/web/resources/MetadataDiscoveryResource.java
webapp/src/main/java/org/apache/hadoop/metadata/web/resources/MetadataDiscoveryResource.java"
atlas30,"4c1f4c8f97e04ca9bfa00c361f86ed568f443e92
a4a576445fbb416df5429380c2db76e790b98e0e
src/main/java/org/apache/metadata/types/HierarchicalType.java
typesystem/src/main/java/org/apache/hadoop/metadata/typesystem/types/HierarchicalType.java"
atlas31,"a4a576445fbb416df5429380c2db76e790b98e0e^
a4a576445fbb416df5429380c2db76e790b98e0e
webapp/src/main/java/org/apache/hadoop/metadata/web/listeners/GuiceServletConfig.java
webapp/src/main/java/org/apache/hadoop/metadata/web/listeners/GuiceServletConfig.java"
atlas32,"e79ca3ca2e27f176567079d65b9078290e7c8b35^
e79ca3ca2e27f176567079d65b9078290e7c8b35
webapp/src/test/java/org/apache/hadoop/metadata/web/resources/MetadataDiscoveryResourceIT.java
webapp/src/test/java/org/apache/hadoop/metadata/web/resources/MetadataDiscoveryResourceIT.java"
atlas33,"6ea66f7acbe383f0fe1e8fd85c9787d275421631^
6ea66f7acbe383f0fe1e8fd85c9787d275421631
repository/src/main/java/org/apache/hadoop/metadata/repository/graph/GraphBackedSearchIndexer.java
repository/src/main/java/org/apache/hadoop/metadata/repository/graph/GraphBackedSearchIndexer.java"
atlas34,"82c06b747a4b14dbc09578985284c60a1ab4eb58^
82c06b747a4b14dbc09578985284c60a1ab4eb58
repository/src/main/java/org/apache/hadoop/metadata/repository/graph/Constants.java
repository/src/main/java/org/apache/hadoop/metadata/repository/graph/Constants.java"
atlas35,"be7c4cb6a024cd159a611cd74d79a75fc411644a
82c06b747a4b14dbc09578985284c60a1ab4eb58
repository/src/main/java/org/apache/hadoop/metadata/repository/graph/GraphUtils.java
repository/src/main/java/org/apache/hadoop/metadata/repository/graph/GraphHelper.java"
atlas36,"398286a9005ad7ccf3a56f83989661dd86a1a1d8^
398286a9005ad7ccf3a56f83989661dd86a1a1d8
typesystem/src/main/java/org/apache/hadoop/metadata/typesystem/types/TypeSystem.java
typesystem/src/main/java/org/apache/hadoop/metadata/typesystem/types/TypeSystem.java"
atlas37,"77b11f26a2b753065cd872c8efe1f47654a4f66f^
77b11f26a2b753065cd872c8efe1f47654a4f66f
typesystem/src/main/java/org/apache/hadoop/metadata/typesystem/types/TypeSystem.java
typesystem/src/main/java/org/apache/hadoop/metadata/typesystem/types/TypeSystem.java"
atlas38,"77b11f26a2b753065cd872c8efe1f47654a4f66f^
77b11f26a2b753065cd872c8efe1f47654a4f66f
webapp/src/test/java/org/apache/hadoop/metadata/web/resources/TypesJerseyResourceIT.java
webapp/src/test/java/org/apache/hadoop/metadata/web/resources/TypesJerseyResourceIT.java"
atlas39,"49828added781fc8efb38247da3b62e39c443a6d^
49828added781fc8efb38247da3b62e39c443a6d
webapp/src/main/java/org/apache/hadoop/metadata/web/service/EmbeddedServer.java
webapp/src/main/java/org/apache/hadoop/metadata/web/service/EmbeddedServer.java"
atlas40,"49828added781fc8efb38247da3b62e39c443a6d^
49828added781fc8efb38247da3b62e39c443a6d
webapp/src/main/java/org/apache/hadoop/metadata/web/service/SecureEmbeddedServer.java
webapp/src/main/java/org/apache/hadoop/metadata/web/service/SecureEmbeddedServer.java"
atlas41,"ee143338492ebcbe615bfdddca511cb771bb6881^
ee143338492ebcbe615bfdddca511cb771bb6881
repository/src/main/java/org/apache/hadoop/metadata/services/DefaultMetadataService.java
repository/src/main/java/org/apache/hadoop/metadata/services/DefaultMetadataService.java"
atlas42,"ee143338492ebcbe615bfdddca511cb771bb6881^
ee143338492ebcbe615bfdddca511cb771bb6881
webapp/src/main/java/org/apache/hadoop/metadata/web/listeners/GuiceServletConfig.java
webapp/src/main/java/org/apache/hadoop/metadata/web/listeners/GuiceServletConfig.java"
atlas43,"ee143338492ebcbe615bfdddca511cb771bb6881^
ee143338492ebcbe615bfdddca511cb771bb6881
webapp/src/test/java/org/apache/hadoop/metadata/web/resources/EntityJerseyResourceIT.java
webapp/src/test/java/org/apache/hadoop/metadata/web/resources/EntityJerseyResourceIT.java"
atlas44,"e747e2ae77b98ede07d712c34ee6954c0e281909^
e747e2ae77b98ede07d712c34ee6954c0e281909
repository/src/main/java/org/apache/hadoop/metadata/services/DefaultMetadataService.java
repository/src/main/java/org/apache/hadoop/metadata/services/DefaultMetadataService.java"
atlas45,"7f4227e2d24403e19d0eea82267a557e2f8ade8f^
7f4227e2d24403e19d0eea82267a557e2f8ade8f
repository/src/main/java/org/apache/hadoop/metadata/repository/graph/TitanGraphProvider.java
repository/src/main/java/org/apache/hadoop/metadata/repository/graph/TitanGraphProvider.java"
atlas46,"e5feaabfd814d09f448d075bc4e6a77e48039a5e^
e5feaabfd814d09f448d075bc4e6a77e48039a5e
addons/hive-bridge/src/main/java/org/apache/hadoop/metadata/hive/bridge/HiveMetaStoreBridge.java
addons/hive-bridge/src/main/java/org/apache/hadoop/metadata/hive/bridge/HiveMetaStoreBridge.java"
atlas47,"0d38165dd1eeb7d756c40ad89c290390195f64cc^
0d38165dd1eeb7d756c40ad89c290390195f64cc
addons/hive-bridge/src/test/java/org/apache/hadoop/metadata/hive/hook/HiveHookIT.java
addons/hive-bridge/src/test/java/org/apache/hadoop/metadata/hive/hook/HiveHookIT.java"
atlas48,"309af260a30252b176dcb4381abd393dc9f6dbb4^
309af260a30252b176dcb4381abd393dc9f6dbb4
repository/src/main/java/org/apache/hadoop/metadata/discovery/graph/GraphBackedDiscoveryService.java
repository/src/main/java/org/apache/hadoop/metadata/discovery/graph/GraphBackedDiscoveryService.java"
atlas49,"309af260a30252b176dcb4381abd393dc9f6dbb4^
309af260a30252b176dcb4381abd393dc9f6dbb4
webapp/src/main/java/org/apache/hadoop/metadata/examples/QuickStart.java
webapp/src/main/java/org/apache/hadoop/metadata/examples/QuickStart.java"
atlas50,"fb3f6b46d53d273a6e91ab8687e33dfd4408c26a^
fb3f6b46d53d273a6e91ab8687e33dfd4408c26a
addons/hive-bridge/src/main/java/org/apache/hadoop/metadata/hive/bridge/HiveMetaStoreBridge.java
addons/hive-bridge/src/main/java/org/apache/hadoop/metadata/hive/bridge/HiveMetaStoreBridge.java"
atlas51,"fb3f6b46d53d273a6e91ab8687e33dfd4408c26a^
fb3f6b46d53d273a6e91ab8687e33dfd4408c26a
addons/hive-bridge/src/main/java/org/apache/hadoop/metadata/hive/hook/HiveHook.java
addons/hive-bridge/src/main/java/org/apache/hadoop/metadata/hive/hook/HiveHook.java"
atlas52,"da7a6a88c912f8536d4cf9d84d2d6f339c5e8282^
da7a6a88c912f8536d4cf9d84d2d6f339c5e8282
webapp/src/main/java/org/apache/hadoop/metadata/web/listeners/LoginListener.java
webapp/src/main/java/org/apache/hadoop/metadata/web/listeners/LoginProcessor.java"
atlas53,"fcbce418eb986ccc219dfd976b78acde79fc0860^
fcbce418eb986ccc219dfd976b78acde79fc0860
repository/src/main/java/org/apache/hadoop/metadata/repository/graph/GraphBackedSearchIndexer.java
repository/src/main/java/org/apache/hadoop/metadata/repository/graph/GraphBackedSearchIndexer.java"
atlas54,"c87130eb2173217c37b406471095c93ed44a0764^
c87130eb2173217c37b406471095c93ed44a0764
webapp/src/main/java/org/apache/hadoop/metadata/web/listeners/GuiceServletConfig.java
webapp/src/main/java/org/apache/hadoop/metadata/web/listeners/GuiceServletConfig.java"
atlas55,"a15b6ef19d9bbbdf4b1479d7894f6f3233ff4264^
a15b6ef19d9bbbdf4b1479d7894f6f3233ff4264
addons/hive-bridge/src/main/java/org/apache/hadoop/metadata/hive/bridge/HiveMetaStoreBridge.java
addons/hive-bridge/src/main/java/org/apache/hadoop/metadata/hive/bridge/HiveMetaStoreBridge.java"
atlas56,"a15b6ef19d9bbbdf4b1479d7894f6f3233ff4264^
a15b6ef19d9bbbdf4b1479d7894f6f3233ff4264
addons/hive-bridge/src/main/java/org/apache/hadoop/metadata/hive/hook/HiveHook.java
addons/hive-bridge/src/main/java/org/apache/hadoop/metadata/hive/hook/HiveHook.java"
atlas57,"a15b6ef19d9bbbdf4b1479d7894f6f3233ff4264^
a15b6ef19d9bbbdf4b1479d7894f6f3233ff4264
addons/hive-bridge/src/test/java/org/apache/hadoop/metadata/hive/hook/HiveHookIT.java
addons/hive-bridge/src/test/java/org/apache/hadoop/metadata/hive/hook/HiveHookIT.java"
atlas58,"879eda63480a49fccf684a9d17a8daf006d03dd5^
879eda63480a49fccf684a9d17a8daf006d03dd5
repository/src/main/java/org/apache/hadoop/metadata/discovery/HiveLineageService.java
repository/src/main/java/org/apache/hadoop/metadata/discovery/HiveLineageService.java"
atlas59,"879eda63480a49fccf684a9d17a8daf006d03dd5^
879eda63480a49fccf684a9d17a8daf006d03dd5
webapp/src/main/java/org/apache/hadoop/metadata/examples/QuickStart.java
webapp/src/main/java/org/apache/hadoop/metadata/examples/QuickStart.java"
atlas60,"879eda63480a49fccf684a9d17a8daf006d03dd5^
879eda63480a49fccf684a9d17a8daf006d03dd5
webapp/src/main/java/org/apache/hadoop/metadata/web/resources/HiveLineageResource.java
webapp/src/main/java/org/apache/hadoop/metadata/web/resources/HiveLineageResource.java"
atlas61,"879eda63480a49fccf684a9d17a8daf006d03dd5^
879eda63480a49fccf684a9d17a8daf006d03dd5
webapp/src/test/java/org/apache/hadoop/metadata/web/resources/BaseResourceIT.java
webapp/src/test/java/org/apache/hadoop/metadata/web/resources/BaseResourceIT.java"
atlas62,"879eda63480a49fccf684a9d17a8daf006d03dd5^
879eda63480a49fccf684a9d17a8daf006d03dd5
webapp/src/test/java/org/apache/hadoop/metadata/web/resources/MetadataDiscoveryJerseyResourceIT.java
webapp/src/test/java/org/apache/hadoop/metadata/web/resources/MetadataDiscoveryJerseyResourceIT.java"
atlas63,"86fe0801e394cc37d16a60f4e21a1b770d09134f^
86fe0801e394cc37d16a60f4e21a1b770d09134f
repository/src/main/java/org/apache/hadoop/metadata/repository/graph/TitanGraphProvider.java
repository/src/main/java/org/apache/hadoop/metadata/repository/graph/TitanGraphProvider.java"
atlas64,"86fe0801e394cc37d16a60f4e21a1b770d09134f^
86fe0801e394cc37d16a60f4e21a1b770d09134f
webapp/src/main/java/org/apache/hadoop/metadata/Main.java
webapp/src/main/java/org/apache/hadoop/metadata/Main.java"
atlas65,"bb64966dd552c51cd5acba8aedf0cf5f51997a69^
bb64966dd552c51cd5acba8aedf0cf5f51997a69
repository/src/main/java/org/apache/hadoop/metadata/discovery/HiveLineageService.java
repository/src/main/java/org/apache/hadoop/metadata/discovery/HiveLineageService.java"
atlas66,"bb64966dd552c51cd5acba8aedf0cf5f51997a69^
bb64966dd552c51cd5acba8aedf0cf5f51997a69
repository/src/main/java/org/apache/hadoop/metadata/discovery/graph/GraphBackedDiscoveryService.java
repository/src/main/java/org/apache/hadoop/metadata/discovery/graph/GraphBackedDiscoveryService.java"
atlas67,"bb64966dd552c51cd5acba8aedf0cf5f51997a69^
bb64966dd552c51cd5acba8aedf0cf5f51997a69
repository/src/main/java/org/apache/hadoop/metadata/repository/graph/GraphBackedSearchIndexer.java
repository/src/main/java/org/apache/hadoop/metadata/repository/graph/GraphBackedSearchIndexer.java"
atlas68,"a4af9e31fd3b534a2ca0717f59bda43b7b2a9353^
a4af9e31fd3b534a2ca0717f59bda43b7b2a9353
addons/hive-bridge/src/main/java/org/apache/hadoop/metadata/hive/hook/HiveHook.java
addons/hive-bridge/src/main/java/org/apache/hadoop/metadata/hive/hook/HiveHook.java"
atlas69,"5fda7b705872b86190916ad158fbb8c27ff4b4ce^
5fda7b705872b86190916ad158fbb8c27ff4b4ce
typesystem/src/main/java/org/apache/hadoop/metadata/typesystem/types/HierarchicalType.java
typesystem/src/main/java/org/apache/hadoop/metadata/typesystem/types/HierarchicalType.java"
atlas70,"5fda7b705872b86190916ad158fbb8c27ff4b4ce^
5fda7b705872b86190916ad158fbb8c27ff4b4ce
typesystem/src/main/java/org/apache/hadoop/metadata/typesystem/types/TypeUtils.java
typesystem/src/main/java/org/apache/hadoop/metadata/typesystem/types/TypeUtils.java"
atlas71,"a0d7b9986238c556743e97d42e256029c5414236^
a0d7b9986238c556743e97d42e256029c5414236
repository/src/main/java/org/apache/hadoop/metadata/repository/Constants.java
repository/src/main/java/org/apache/hadoop/metadata/repository/Constants.java"
atlas72,"a0d7b9986238c556743e97d42e256029c5414236^
a0d7b9986238c556743e97d42e256029c5414236
repository/src/main/java/org/apache/hadoop/metadata/repository/graph/GraphHelper.java
repository/src/main/java/org/apache/hadoop/metadata/repository/graph/GraphHelper.java"
atlas73,"a0d7b9986238c556743e97d42e256029c5414236^
a0d7b9986238c556743e97d42e256029c5414236
typesystem/src/main/java/org/apache/hadoop/metadata/typesystem/types/TypeSystem.java
typesystem/src/main/java/org/apache/hadoop/metadata/typesystem/types/TypeSystem.java"
atlas74,"8ee845beba04e41c19af60ee0b03d79f1b74acd3^
8ee845beba04e41c19af60ee0b03d79f1b74acd3
client/src/main/java/org/apache/hadoop/metadata/MetadataServiceException.java
client/src/main/java/org/apache/hadoop/metadata/MetadataServiceException.java"
atlas75,"4b2a4caed572fb358cddb37ce1b183072e08a0a6^
4b2a4caed572fb358cddb37ce1b183072e08a0a6
typesystem/src/main/java/org/apache/hadoop/metadata/typesystem/types/TypeSystem.java
typesystem/src/main/java/org/apache/hadoop/metadata/typesystem/types/TypeSystem.java"
atlas76,"64c784428b7c87aab5e6a8311c9121de48e9183e^
64c784428b7c87aab5e6a8311c9121de48e9183e
addons/hive-bridge/src/main/java/org/apache/hadoop/metadata/hive/bridge/HiveMetaStoreBridge.java
addons/hive-bridge/src/main/java/org/apache/hadoop/metadata/hive/bridge/HiveMetaStoreBridge.java"
atlas77,"64c784428b7c87aab5e6a8311c9121de48e9183e^
64c784428b7c87aab5e6a8311c9121de48e9183e
addons/hive-bridge/src/main/java/org/apache/hadoop/metadata/hive/hook/HiveHook.java
addons/hive-bridge/src/main/java/org/apache/hadoop/metadata/hive/hook/HiveHook.java"
atlas78,"64c784428b7c87aab5e6a8311c9121de48e9183e^
64c784428b7c87aab5e6a8311c9121de48e9183e
addons/hive-bridge/src/test/java/org/apache/hadoop/metadata/hive/hook/HiveHookIT.java
addons/hive-bridge/src/test/java/org/apache/hadoop/metadata/hive/hook/HiveHookIT.java"
atlas79,"d7807410d653760e347809d6c6f9c99d6793611a^
d7807410d653760e347809d6c6f9c99d6793611a
webapp/src/main/java/org/apache/hadoop/metadata/web/resources/HiveLineageResource.java
webapp/src/main/java/org/apache/hadoop/metadata/web/resources/HiveLineageResource.java"
atlas80,"01ee72a3ccef99323c73d1796087f84080995a66^
01ee72a3ccef99323c73d1796087f84080995a66
addons/hive-bridge/src/main/java/org/apache/hadoop/metadata/hive/bridge/HiveMetaStoreBridge.java
addons/hive-bridge/src/main/java/org/apache/hadoop/metadata/hive/bridge/HiveMetaStoreBridge.java"
atlas81,"6b744bc26018362b0f5c43c21a6c28e55d23fd5a^
6b744bc26018362b0f5c43c21a6c28e55d23fd5a
typesystem/src/main/java/org/apache/hadoop/metadata/typesystem/types/TypeSystem.java
typesystem/src/main/java/org/apache/hadoop/metadata/typesystem/types/TypeSystem.java"
atlas82,"7d9294076b80f5e1915bd9d78d87c302abf03e94^
7d9294076b80f5e1915bd9d78d87c302abf03e94
client/src/main/java/org/apache/hadoop/metadata/MetadataServiceClient.java
client/src/main/java/org/apache/hadoop/metadata/MetadataServiceClient.java"
atlas83,"7d9294076b80f5e1915bd9d78d87c302abf03e94^
7d9294076b80f5e1915bd9d78d87c302abf03e94
webapp/src/main/java/org/apache/hadoop/metadata/web/resources/TypesResource.java
webapp/src/main/java/org/apache/hadoop/metadata/web/resources/TypesResource.java"
atlas84,"2c65ac46bb19dc873d1e616d96a4a6e9feaa930a^
2c65ac46bb19dc873d1e616d96a4a6e9feaa930a
repository/src/main/java/org/apache/hadoop/metadata/repository/graph/GraphBackedSearchIndexer.java
repository/src/main/java/org/apache/hadoop/metadata/repository/graph/GraphBackedSearchIndexer.java"
atlas85,"438688121370628ea0879bae748048867e44c05c^
438688121370628ea0879bae748048867e44c05c
client/src/main/java/org/apache/hadoop/metadata/MetadataServiceClient.java
client/src/main/java/org/apache/hadoop/metadata/MetadataServiceClient.java"
atlas86,"438688121370628ea0879bae748048867e44c05c^
438688121370628ea0879bae748048867e44c05c
webapp/src/main/java/org/apache/hadoop/metadata/web/filters/MetadataAuthenticationFilter.java
webapp/src/main/java/org/apache/hadoop/metadata/web/filters/MetadataAuthenticationFilter.java"
atlas87,"438688121370628ea0879bae748048867e44c05c^
438688121370628ea0879bae748048867e44c05c
webapp/src/main/java/org/apache/hadoop/metadata/web/listeners/GuiceServletConfig.java
webapp/src/main/java/org/apache/hadoop/metadata/web/listeners/GuiceServletConfig.java"
atlas88,"4543c8371e4cf70be7b4f54ff938fbb6a342cb49^
4543c8371e4cf70be7b4f54ff938fbb6a342cb49
webapp/src/main/java/org/apache/hadoop/metadata/web/listeners/LoginProcessor.java
webapp/src/main/java/org/apache/hadoop/metadata/web/listeners/LoginProcessor.java"
atlas89,"f73dab3e3f28fc6b7c20ceeea662cb61fcbb7abb^
f73dab3e3f28fc6b7c20ceeea662cb61fcbb7abb
webapp/src/test/java/org/apache/hadoop/metadata/web/resources/BaseResourceIT.java
webapp/src/test/java/org/apache/hadoop/metadata/web/resources/BaseResourceIT.java"
atlas90,"1776b1f11876e6c1b2e891fcb667b42f52131ae6^
1776b1f11876e6c1b2e891fcb667b42f52131ae6
client/src/main/java/org/apache/hadoop/metadata/MetadataServiceClient.java
client/src/main/java/org/apache/hadoop/metadata/MetadataServiceClient.java"
atlas91,"1776b1f11876e6c1b2e891fcb667b42f52131ae6^
1776b1f11876e6c1b2e891fcb667b42f52131ae6
repository/src/main/java/org/apache/hadoop/metadata/services/DefaultMetadataService.java
repository/src/main/java/org/apache/hadoop/metadata/services/DefaultMetadataService.java"
atlas92,"1776b1f11876e6c1b2e891fcb667b42f52131ae6^
1776b1f11876e6c1b2e891fcb667b42f52131ae6
webapp/src/main/java/org/apache/hadoop/metadata/web/resources/EntityResource.java
webapp/src/main/java/org/apache/hadoop/metadata/web/resources/EntityResource.java"
atlas93,"1776b1f11876e6c1b2e891fcb667b42f52131ae6^
1776b1f11876e6c1b2e891fcb667b42f52131ae6
webapp/src/main/java/org/apache/hadoop/metadata/web/resources/TypesResource.java
webapp/src/main/java/org/apache/hadoop/metadata/web/resources/TypesResource.java"
atlas94,"1776b1f11876e6c1b2e891fcb667b42f52131ae6^
1776b1f11876e6c1b2e891fcb667b42f52131ae6
webapp/src/test/java/org/apache/hadoop/metadata/web/resources/TypesJerseyResourceIT.java
webapp/src/test/java/org/apache/hadoop/metadata/web/resources/TypesJerseyResourceIT.java"
atlas95,"5becd8a5b2eb9d11f41152f50af40ec6233e007e^
5becd8a5b2eb9d11f41152f50af40ec6233e007e
webapp/src/main/java/org/apache/hadoop/metadata/web/resources/HiveLineageResource.java
webapp/src/main/java/org/apache/hadoop/metadata/web/resources/HiveLineageResource.java"
atlas96,"2f8fc054ae9016d1656c943132ec8d6c3b58f65b^
2f8fc054ae9016d1656c943132ec8d6c3b58f65b
repository/src/main/java/org/apache/hadoop/metadata/repository/graph/TitanGraphProvider.java
repository/src/main/java/org/apache/hadoop/metadata/repository/graph/TitanGraphProvider.java"
atlas97,"e013e656165349cd5bacdff2b0a4b9a0c2c55a59^
e013e656165349cd5bacdff2b0a4b9a0c2c55a59
client/src/main/java/org/apache/hadoop/metadata/MetadataServiceClient.java
client/src/main/java/org/apache/hadoop/metadata/MetadataServiceClient.java"
atlas98,"a91e147b35696c8cc88706ba30a86c18e26678ad^
a91e147b35696c8cc88706ba30a86c18e26678ad
client/src/main/java/org/apache/hadoop/metadata/MetadataServiceClient.java
client/src/main/java/org/apache/hadoop/metadata/MetadataServiceClient.java"
