,DFJ ID,Rank,orig change info,suggested change info,original change count,suggested change count,Found All Ingredients?
139,Closure51,10,"insert InfixExpression IfStatement
insert MethodDeclaration TypeDeclaration
move InfixExpression IfStatement InfixExpression
","insert MethodDeclaration TypeDeclaration
",3,1,False
140,Closure52,1,"delete ReturnStatement Block
insert ReturnStatement Block
move InfixExpression ReturnStatement InfixExpression
","delete ReturnStatement Block
insert ReturnStatement Block
",3,2,False
141,Closure52,2,"delete ReturnStatement Block
insert ReturnStatement Block
move InfixExpression ReturnStatement InfixExpression
",,3,0,False
142,Closure52,3,"delete ReturnStatement Block
insert ReturnStatement Block
move InfixExpression ReturnStatement InfixExpression
",,3,0,False
143,Closure52,4,"delete ReturnStatement Block
insert ReturnStatement Block
move InfixExpression ReturnStatement InfixExpression
","delete ReturnStatement Block
insert ReturnStatement Block
",3,2,False
144,Closure52,5,"delete ReturnStatement Block
insert ReturnStatement Block
move InfixExpression ReturnStatement InfixExpression
","delete ReturnStatement Block
insert ReturnStatement Block
",3,2,False
145,Closure52,6,"delete ReturnStatement Block
insert ReturnStatement Block
move InfixExpression ReturnStatement InfixExpression
","delete ReturnStatement Block
insert ReturnStatement Block
move InfixExpression ReturnStatement InfixExpression
",3,3,True
146,Closure52,7,"delete ReturnStatement Block
insert ReturnStatement Block
move InfixExpression ReturnStatement InfixExpression
",,3,0,False
147,Closure52,8,"delete ReturnStatement Block
insert ReturnStatement Block
move InfixExpression ReturnStatement InfixExpression
",,3,0,False
148,Closure52,9,"delete ReturnStatement Block
insert ReturnStatement Block
move InfixExpression ReturnStatement InfixExpression
",,3,0,False
149,Closure52,10,"delete ReturnStatement Block
insert ReturnStatement Block
move InfixExpression ReturnStatement InfixExpression
",,3,0,False
150,Closure55,1,"delete ReturnStatement Block
insert ReturnStatement Block
move MethodInvocation ReturnStatement InfixExpression
",,3,0,False
151,Closure55,2,"delete ReturnStatement Block
insert ReturnStatement Block
move MethodInvocation ReturnStatement InfixExpression
","delete ReturnStatement Block
insert ReturnStatement Block
",3,2,False
152,Closure55,3,"orig_dummy
","suggested_dummy
dummy
",1,2,False
153,Closure55,4,"delete ReturnStatement Block
insert ReturnStatement Block
move MethodInvocation ReturnStatement InfixExpression
",,3,0,False
154,Closure55,5,"delete ReturnStatement Block
insert ReturnStatement Block
move MethodInvocation ReturnStatement InfixExpression
","delete ReturnStatement Block
insert ReturnStatement Block
",3,2,False
155,Closure55,6,"delete ReturnStatement Block
insert ReturnStatement Block
move MethodInvocation ReturnStatement InfixExpression
","delete ReturnStatement Block
insert ReturnStatement Block
",3,2,False
156,Closure55,7,"delete ReturnStatement Block
insert ReturnStatement Block
move MethodInvocation ReturnStatement InfixExpression
",,3,0,False
157,Closure55,8,"delete ReturnStatement Block
insert ReturnStatement Block
move MethodInvocation ReturnStatement InfixExpression
",,3,0,False
158,Closure55,9,"delete ReturnStatement Block
insert ReturnStatement Block
move MethodInvocation ReturnStatement InfixExpression
",,3,0,False
159,Closure55,10,"delete ReturnStatement Block
insert ReturnStatement Block
move MethodInvocation ReturnStatement InfixExpression
",,3,0,False
160,Closure57,1,"orig_dummy
","suggested_dummy
dummy
",1,2,False
161,Closure57,2,"insert InfixExpression IfStatement
move InfixExpression IfStatement InfixExpression
",,2,0,False
162,Closure57,3,"insert InfixExpression IfStatement
move InfixExpression IfStatement InfixExpression
","insert InfixExpression IfStatement
",2,1,False
163,Closure57,4,"insert InfixExpression IfStatement
move InfixExpression IfStatement InfixExpression
",,2,0,False
164,Closure57,5,"orig_dummy
","suggested_dummy
dummy
",1,2,False
165,Closure57,6,"orig_dummy
","suggested_dummy
dummy
",1,2,False
166,Closure57,7,"orig_dummy
","suggested_dummy
dummy
",1,2,False
167,Closure57,8,"insert InfixExpression IfStatement
move InfixExpression IfStatement InfixExpression
","insert InfixExpression IfStatement
",2,1,False
168,Closure57,9,"insert InfixExpression IfStatement
move InfixExpression IfStatement InfixExpression
",,2,0,False
169,Closure57,10,"insert InfixExpression IfStatement
move InfixExpression IfStatement InfixExpression
",,2,0,False
170,Closure59,1,"orig_dummy
","suggested_dummy
dummy
",1,2,False
171,Closure59,2,"insert InfixExpression IfStatement
move MethodInvocation IfStatement InfixExpression
","insert InfixExpression IfStatement
move MethodInvocation IfStatement InfixExpression
",2,2,True
172,Closure59,3,"orig_dummy
","suggested_dummy
dummy
",1,2,False
173,Closure59,4,"insert InfixExpression IfStatement
move MethodInvocation IfStatement InfixExpression
",,2,0,False
174,Closure59,5,"insert InfixExpression IfStatement
move MethodInvocation IfStatement InfixExpression
",,2,0,False
175,Closure59,6,"orig_dummy
","suggested_dummy
dummy
",1,2,False
176,Closure59,7,"orig_dummy
","suggested_dummy
dummy
",1,2,False
177,Closure59,8,"insert InfixExpression IfStatement
move MethodInvocation IfStatement InfixExpression
",,2,0,False
178,Closure59,9,"insert InfixExpression IfStatement
move MethodInvocation IfStatement InfixExpression
","insert InfixExpression IfStatement
",2,1,False
179,Closure59,10,"insert InfixExpression IfStatement
move MethodInvocation IfStatement InfixExpression
",,2,0,False
180,Closure62,1,"orig_dummy
","suggested_dummy
dummy
",1,2,False
181,Closure62,2,"update InfixExpression InfixExpression
",,1,0,False
182,Closure62,3,"update InfixExpression InfixExpression
",,1,0,False
183,Closure62,4,"update InfixExpression InfixExpression
",,1,0,False
184,Closure62,5,"update InfixExpression InfixExpression
",,1,0,False
185,Closure62,6,"update InfixExpression InfixExpression
",,1,0,False
186,Closure62,7,"update InfixExpression InfixExpression
",,1,0,False
187,Closure62,8,"update InfixExpression InfixExpression
","update InfixExpression InfixExpression
",1,1,True
188,Closure62,9,"update InfixExpression InfixExpression
",,1,0,False
189,Closure62,10,"update InfixExpression InfixExpression
",,1,0,False
190,Closure65,1,"update StringLiteral StringLiteral
",,1,0,False
191,Closure65,2,"update StringLiteral StringLiteral
",,1,0,False
192,Closure65,3,"update StringLiteral StringLiteral
",,1,0,False
193,Closure65,4,"update StringLiteral StringLiteral
","update StringLiteral StringLiteral
",1,1,True
194,Closure65,5,"update StringLiteral StringLiteral
",,1,0,False
195,Closure65,6,"orig_dummy
","suggested_dummy
dummy
",1,2,False
196,Closure65,7,"update StringLiteral StringLiteral
",,1,0,False
197,Closure65,8,"orig_dummy
","suggested_dummy
dummy
",1,2,False
198,Closure65,9,"orig_dummy
","suggested_dummy
dummy
",1,2,False
199,Closure65,10,"update StringLiteral StringLiteral
",,1,0,False
200,Closure67,1,"orig_dummy
","suggested_dummy
dummy
",1,2,False
201,Closure67,2,"insert InfixExpression IfStatement
move InfixExpression IfStatement InfixExpression
",,2,0,False
202,Closure67,3,"insert InfixExpression IfStatement
move InfixExpression IfStatement InfixExpression
",,2,0,False
203,Closure67,4,"orig_dummy
","suggested_dummy
dummy
",1,2,False
204,Closure67,5,"orig_dummy
","suggested_dummy
dummy
",1,2,False
205,Closure67,6,"insert InfixExpression IfStatement
move InfixExpression IfStatement InfixExpression
",,2,0,False
206,Closure67,7,"orig_dummy
","suggested_dummy
dummy
",1,2,False
207,Closure67,8,"insert InfixExpression IfStatement
move InfixExpression IfStatement InfixExpression
",,2,0,False
208,Closure67,9,"insert InfixExpression IfStatement
move InfixExpression IfStatement InfixExpression
","insert InfixExpression IfStatement
",2,1,False
209,Closure67,10,"orig_dummy
","suggested_dummy
dummy
",1,2,False
210,Closure70,1,"orig_dummy
","suggested_dummy
dummy
",1,2,False
211,Closure70,2,"update BooleanLiteral BooleanLiteral
",,1,0,False
212,Closure70,3,"update BooleanLiteral BooleanLiteral
",,1,0,False
213,Closure70,4,"orig_dummy
","suggested_dummy
dummy
",1,2,False
214,Closure70,5,"orig_dummy
","suggested_dummy
dummy
",1,2,False
215,Closure70,6,"update BooleanLiteral BooleanLiteral
",,1,0,False
216,Closure70,7,"orig_dummy
","suggested_dummy
dummy
",1,2,False
217,Closure70,8,"update BooleanLiteral BooleanLiteral
",,1,0,False
218,Closure70,9,"update BooleanLiteral BooleanLiteral
",,1,0,False
219,Closure70,10,"update BooleanLiteral BooleanLiteral
",,1,0,False
220,Closure71,1,"orig_dummy
","suggested_dummy
dummy
",1,2,False
221,Closure71,2,"delete MethodInvocation InfixExpression
insert InfixExpression InfixExpression
",,2,0,False
222,Closure71,3,"delete MethodInvocation InfixExpression
insert InfixExpression InfixExpression
","delete MethodInvocation InfixExpression
insert InfixExpression InfixExpression
",2,2,True
223,Closure71,4,"delete MethodInvocation InfixExpression
insert InfixExpression InfixExpression
","delete MethodInvocation InfixExpression
",2,1,False
224,Closure71,5,"delete MethodInvocation InfixExpression
insert InfixExpression InfixExpression
",,2,0,False
225,Closure71,6,"orig_dummy
","suggested_dummy
dummy
",1,2,False
226,Closure71,7,"orig_dummy
","suggested_dummy
dummy
",1,2,False
227,Closure71,8,"orig_dummy
","suggested_dummy
dummy
",1,2,False
228,Closure71,9,"delete MethodInvocation InfixExpression
insert InfixExpression InfixExpression
",,2,0,False
229,Closure71,10,"delete MethodInvocation InfixExpression
insert InfixExpression InfixExpression
","delete MethodInvocation InfixExpression
insert InfixExpression InfixExpression
",2,2,True
230,Closure73,1,"update InfixExpression InfixExpression
",,1,0,False
231,Closure73,2,"update InfixExpression InfixExpression
",,1,0,False
232,Closure73,3,"update InfixExpression InfixExpression
",,1,0,False
233,Closure73,4,"update InfixExpression InfixExpression
",,1,0,False
234,Closure73,5,"update InfixExpression InfixExpression
",,1,0,False
235,Closure73,6,"update InfixExpression InfixExpression
",,1,0,False
236,Closure73,7,"update InfixExpression InfixExpression
",,1,0,False
237,Closure73,8,"update InfixExpression InfixExpression
",,1,0,False
238,Closure73,9,"update InfixExpression InfixExpression
",,1,0,False
239,Closure73,10,"update InfixExpression InfixExpression
",,1,0,False
240,Closure78,1,"delete Block IfStatement
delete MethodInvocation Block
insert Block IfStatement
move Block IfStatement IfStatement
","delete Block IfStatement
insert Block IfStatement
",4,2,False
241,Closure78,2,"delete Block IfStatement
delete MethodInvocation Block
insert Block IfStatement
move Block IfStatement IfStatement
","delete Block IfStatement
insert Block IfStatement
move Block IfStatement IfStatement
",4,3,False
242,Closure78,3,"delete Block IfStatement
delete MethodInvocation Block
insert Block IfStatement
move Block IfStatement IfStatement
",,4,0,False
243,Closure78,4,"delete Block IfStatement
delete MethodInvocation Block
insert Block IfStatement
move Block IfStatement IfStatement
",,4,0,False
244,Closure78,5,"delete Block IfStatement
delete MethodInvocation Block
insert Block IfStatement
move Block IfStatement IfStatement
",,4,0,False
245,Closure78,6,"delete Block IfStatement
delete MethodInvocation Block
insert Block IfStatement
move Block IfStatement IfStatement
","delete Block IfStatement
delete MethodInvocation Block
insert Block IfStatement
move Block IfStatement IfStatement
",4,4,True
246,Closure78,7,"delete Block IfStatement
delete MethodInvocation Block
insert Block IfStatement
move Block IfStatement IfStatement
","delete MethodInvocation Block
",4,1,False
247,Closure78,8,"delete Block IfStatement
delete MethodInvocation Block
insert Block IfStatement
move Block IfStatement IfStatement
","delete MethodInvocation Block
",4,1,False
248,Closure78,9,"delete Block IfStatement
delete MethodInvocation Block
insert Block IfStatement
move Block IfStatement IfStatement
",,4,0,False
249,Closure78,10,"delete Block IfStatement
delete MethodInvocation Block
insert Block IfStatement
move Block IfStatement IfStatement
","delete MethodInvocation Block
",4,1,False
250,Closure86,1,"delete ReturnStatement SwitchCase
insert ReturnStatement SwitchCase
",,2,0,False
251,Closure86,2,"delete ReturnStatement SwitchCase
insert ReturnStatement SwitchCase
",,2,0,False
252,Closure86,3,"delete ReturnStatement SwitchCase
insert ReturnStatement SwitchCase
",,2,0,False
253,Closure86,4,"delete ReturnStatement SwitchCase
insert ReturnStatement SwitchCase
",,2,0,False
254,Closure86,5,"delete ReturnStatement SwitchCase
insert ReturnStatement SwitchCase
",,2,0,False
255,Closure86,6,"delete ReturnStatement SwitchCase
insert ReturnStatement SwitchCase
",,2,0,False
256,Closure86,7,"delete ReturnStatement SwitchCase
insert ReturnStatement SwitchCase
",,2,0,False
257,Closure86,8,"delete ReturnStatement SwitchCase
insert ReturnStatement SwitchCase
",,2,0,False
258,Closure86,9,"delete ReturnStatement SwitchCase
insert ReturnStatement SwitchCase
",,2,0,False
259,Closure86,10,"delete ReturnStatement SwitchCase
insert ReturnStatement SwitchCase
",,2,0,False
260,Closure92,1,"update SimpleName SimpleName
",,1,0,False
261,Closure92,2,"update SimpleName SimpleName
","update SimpleName SimpleName
",1,1,True
262,Closure92,3,"update SimpleName SimpleName
","update SimpleName SimpleName
",1,1,True
263,Closure92,4,"update SimpleName SimpleName
","update SimpleName SimpleName
",1,1,True
264,Closure92,5,"update SimpleName SimpleName
",,1,0,False
265,Closure92,6,"update SimpleName SimpleName
","update SimpleName SimpleName
",1,1,True
266,Closure92,7,"update SimpleName SimpleName
",,1,0,False
267,Closure92,8,"update SimpleName SimpleName
",,1,0,False
268,Closure92,9,"orig_dummy
","suggested_dummy
dummy
",1,2,False
269,Closure92,10,"update SimpleName SimpleName
","update SimpleName SimpleName
",1,1,True
270,Closure97,1,"orig_dummy
","suggested_dummy
dummy
",1,2,False
271,Closure97,2,,,0,0,True
272,Closure97,3,,,0,0,True
273,Closure97,4,"orig_dummy
","suggested_dummy
dummy
",1,2,False
274,Closure97,5,"orig_dummy
","suggested_dummy
dummy
",1,2,False
275,Closure97,6,,,0,0,True
276,Closure97,7,"orig_dummy
","suggested_dummy
dummy
",1,2,False
277,Closure97,8,,,0,0,True
278,Closure97,9,,,0,0,True
279,Closure97,10,,,0,0,True
280,Closure101,1,"orig_dummy
","suggested_dummy
dummy
",1,2,False
